account_number,customer_id,branch_id,account_type_id,balance,open_date,account_status,last_transaction_date
100000018666,11637,104,4,3044945,2021-05-31,Active,2023-11-10
100000018667,11638,40,1,241508,2021-10-30,Active,2025-01-27
100000018668,11638,100,1,205359,2025-08-28,Active,2026-05-28
100000018669,11639,93,1,172596,2024-06-10,Active,2024-08-23
100000018670,11640,31,2,81061,2017-12-20,Active,2018-05-11
100000018671,11640,17,1,263283,2019-04-06,Active,2020-11-10
100000018672,11641,67,4,2355117,2025-10-04,Active,2026-04-30
100000018673,11642,101,2,1292746,2020-08-26,Active,2024-04-22
100000018674,11643,14,4,2348645,2023-04-16,Active,2026-01-18
100000018675,11644,112,3,212436,2024-11-13,Active,2024-12-03
100000018676,11644,46,3,11006,2019-03-21,Active,2023-07-22
100000018677,11644,111,1,267241,2023-03-20,Active,2024-11-17
100000018678,11645,13,1,182193,2022-11-29,Active,2025-09-27
100000018679,11645,18,4,97238,2025-03-20,Active,2025-12-31
100000018680,11646,3,2,70456,2022-04-25,Active,2023-09-27
100000018681,11647,99,4,1767363,2018-12-14,Active,2021-04-01
100000018682,11647,89,2,1238984,2020-02-21,Inactive,2024-01-12
100000018683,11648,45,3,146556,2025-12-25,Active,2026-03-02
100000018684,11648,76,1,286552,2018-10-24,Active,2023-04-09
100000018685,11649,20,1,165060,2018-05-17,Active,2025-01-18
100000018686,11649,108,1,158552,2016-08-27,Active,2018-07-15
100000018687,11650,66,4,3592920,2022-02-04,Active,2022-06-24
100000018688,11651,74,1,57163,2026-04-18,Inactive,2026-06-01
100000018689,11651,96,1,113272,2024-07-24,Active,2025-04-17
100000018690,11651,94,2,753321,2019-07-30,Active,2022-09-24
100000018691,11652,48,1,225397,2021-07-21,Active,2023-06-30
100000018692,11653,75,1,274960,2021-04-13,Active,2025-11-10
100000018693,11654,29,1,82743,2023-06-16,Active,2026-07-01
100000018694,11655,87,1,79616,2025-06-26,Active,2026-02-07
100000018695,11655,4,1,177307,2019-05-16,Active,2026-04-02
100000018696,11655,62,2,637322,2018-07-06,Active,2024-11-26
100000018697,11656,38,1,71692,2025-09-02,Active,2026-02-03
100000018698,11657,51,4,2168568,2020-07-29,Active,2026-06-25
100000018699,11657,29,1,138622,2026-05-02,Active,2026-06-05
100000018700,11657,50,1,104753,2020-04-14,Active,2021-09-02
100000018701,11658,29,2,758363,2023-11-09,Active,2026-01-16
100000018702,11659,89,1,96483,2019-01-13,Active,2023-10-24
100000018703,11659,66,2,1066737,2019-07-05,Inactive,2025-03-01
100000018704,11660,92,1,193807,2019-08-25,Active,2025-09-26
100000018705,11661,75,1,174463,2016-08-15,Active,2019-08-18
100000018706,11661,78,1,74334,2020-11-27,Active,2023-01-06
100000018707,11662,20,1,171136,2018-05-12,Active,2024-06-28
100000018708,11662,42,1,31024,2021-11-11,Active,2022-07-17
100000018709,11663,54,1,74093,2025-04-03,Active,2026-02-03
100000018710,11663,27,1,271389,2022-12-08,Active,2025-07-10
100000018711,11664,31,1,299525,2021-11-21,Active,2023-04-22
100000018712,11664,116,1,30754,2023-04-27,Active,2025-02-17
100000018713,11665,46,1,279337,2021-08-06,Active,2025-04-09
100000018714,11666,66,1,260654,2018-11-15,Active,2021-01-17
100000018715,11667,100,4,4417713,2020-04-06,Active,2026-04-12
100000018716,11667,74,4,2144737,2017-11-07,Active,2023-05-23
100000018717,11668,92,1,200744,2023-02-13,Active,2024-12-23
100000018718,11668,44,3,242651,2024-07-25,Active,2026-03-24
100000018719,11668,73,2,566069,2018-07-17,Active,2023-02-20
100000018720,11669,83,2,114531,2020-08-19,Active,2022-02-16
100000018721,11669,75,1,148013,2023-01-20,Active,2026-06-10
100000018722,11670,1,2,122580,2024-03-01,Active,2024-12-16
100000018723,11671,117,3,135641,2019-07-12,Active,2025-05-04
100000018724,11672,111,1,255042,2019-05-13,Active,2022-05-12
100000018725,11672,29,1,106828,2023-04-18,Active,2025-04-05
100000018726,11673,103,3,221445,2018-12-04,Active,2018-12-28
100000018727,11673,106,4,393448,2026-01-03,Active,2026-02-05
100000018728,11674,60,3,173430,2023-01-05,Active,2025-07-08
100000018729,11675,47,2,1333971,2017-09-13,Active,2025-12-18
100000018730,11675,46,3,65080,2017-11-04,Active,2022-06-21
100000018731,11675,5,1,20961,2025-05-22,Active,2025-07-16
100000018732,11676,7,1,276873,2022-01-01,Active,2025-11-11
100000018733,11676,8,2,153937,2021-09-13,Active,2025-09-26
100000018734,11677,77,2,92473,2018-11-30,Active,2024-02-14
100000018735,11677,11,2,180035,2018-03-16,Active,2025-01-23
100000018736,11678,35,2,521057,2018-03-07,Active,2022-02-13
100000018737,11678,70,1,151974,2025-07-30,Active,2026-04-18
100000018738,11679,79,2,1022007,2026-04-29,Active,2026-05-01
100000018739,11679,77,2,395930,2019-11-11,Active,2023-08-23
100000018740,11680,120,1,238348,2021-08-16,Active,2022-03-03
100000018741,11681,114,1,194760,2022-02-07,Active,2025-10-31
100000018742,11681,27,4,4369392,2021-06-29,Active,2021-10-08
100000018743,11681,31,3,153254,2019-10-02,Active,2022-08-08
100000018744,11682,84,1,57367,2021-05-14,Active,2024-04-06
100000018745,11683,79,4,253795,2018-03-30,Active,2024-05-27
100000018746,11683,38,2,1226369,2022-03-07,Active,2024-01-24
100000018747,11683,18,2,1025079,2016-10-15,Active,2025-12-24
100000018748,11684,55,1,205441,2020-12-11,Active,2021-09-28
100000018749,11685,115,2,67765,2025-09-20,Active,2026-06-19
100000018750,11686,34,1,55561,2016-11-03,Active,2016-11-13
100000018751,11687,83,1,297083,2020-04-06,Active,2021-12-07
100000018752,11687,18,1,95744,2016-07-26,Active,2017-02-10
100000018753,11688,74,1,159776,2019-01-23,Active,2020-04-28
100000018754,11689,66,2,834629,2020-09-05,Active,2024-11-07
100000018755,11689,21,2,75452,2024-08-14,Inactive,2025-06-07
100000018756,11690,61,1,229866,2021-06-23,Active,2022-06-18
100000018757,11691,7,1,45167,2023-05-23,Active,2024-08-17
100000018758,11691,88,1,271974,2024-11-01,Active,2026-05-16
100000018759,11692,7,1,122121,2026-03-05,Active,2026-06-13
100000018760,11693,41,1,30963,2018-02-27,Active,2023-07-07
100000018761,11694,111,1,53850,2017-11-18,Active,2022-12-30
100000018762,11694,36,1,119680,2016-12-20,Active,2019-02-01
100000018763,11694,74,1,221647,2021-06-06,Active,2026-05-16
100000018764,11695,100,2,1054281,2025-03-08,Active,2025-07-26
100000018765,11696,46,1,265882,2020-05-08,Active,2024-10-29
100000018766,11697,112,3,87130,2016-11-29,Active,2018-09-10
100000018767,11698,12,1,87382,2018-10-25,Active,2020-12-24
100000018768,11698,20,1,244695,2023-11-20,Active,2025-09-25
100000018769,11698,45,2,357588,2022-05-21,Active,2023-02-07
100000018770,11699,10,2,1015514,2018-07-12,Active,2021-10-24
100000018771,11700,81,1,22243,2016-07-07,Active,2020-07-04
100000018772,11700,53,1,80788,2021-06-09,Active,2022-08-16
100000018773,11701,16,2,813090,2018-06-30,Active,2024-04-03
100000018774,11702,53,2,910610,2016-09-15,Active,2023-09-05
100000018775,11702,95,2,1227827,2021-12-23,Active,2025-02-14
100000018776,11702,10,1,186907,2017-05-29,Active,2022-11-26
100000018777,11703,36,1,59717,2026-05-16,Active,2026-05-31
100000018778,11704,119,3,28690,2022-09-20,Active,2023-12-26
100000018779,11705,22,1,162682,2017-03-31,Active,2017-11-03
100000018780,11705,13,1,129328,2023-03-11,Active,2026-02-28
100000018781,11706,72,1,288227,2019-02-26,Active,2025-04-22
100000018782,11707,31,2,112371,2019-12-06,Active,2021-01-31
100000018783,11708,54,2,1410333,2019-03-21,Active,2026-06-28
100000018784,11708,72,1,242573,2020-04-24,Active,2021-11-20
100000018785,11709,40,1,291720,2023-09-27,Active,2026-03-29
100000018786,11709,58,1,260740,2023-09-29,Active,2026-01-08
100000018787,11710,12,1,198637,2025-12-17,Active,2026-06-24
100000018788,11711,43,1,113682,2018-01-23,Active,2022-08-09
100000018789,11711,16,3,80356,2025-03-17,Active,2026-05-06
100000018790,11712,61,1,135898,2026-06-16,Active,2026-06-27
100000018791,11713,108,1,270705,2023-12-02,Active,2024-11-16
100000018792,11714,104,4,4543680,2020-08-23,Active,2025-04-04
100000018793,11714,88,2,1460163,2020-05-26,Active,2022-11-02
100000018794,11715,85,1,237051,2018-02-18,Active,2022-09-04
100000018795,11715,50,1,49510,2019-07-19,Active,2021-09-21
100000018796,11715,13,1,30080,2019-04-27,Active,2019-09-07
100000018797,11716,54,1,201783,2023-02-23,Active,2025-07-11
100000018798,11717,37,1,90888,2025-04-19,Active,2025-08-05
100000018799,11717,103,1,201804,2022-11-23,Active,2024-06-21
100000018800,11718,88,4,190432,2021-09-26,Active,2022-12-13
100000018801,11718,16,1,65336,2019-06-25,Active,2020-05-27
100000018802,11719,56,1,141099,2018-01-22,Active,2023-04-10
100000018803,11720,71,1,201224,2017-09-10,Active,2024-12-08
100000018804,11721,53,2,1032258,2020-11-11,Active,2022-09-08
100000018805,11721,1,1,254604,2023-10-23,Active,2024-07-31
100000018806,11722,79,1,285521,2019-07-18,Active,2020-02-19
100000018807,11723,45,3,77911,2019-03-13,Inactive,2025-08-26
100000018808,11724,50,1,190845,2024-06-26,Active,2025-04-02
100000018809,11724,72,1,83959,2026-02-04,Active,2026-03-26
100000018810,11725,44,1,227783,2023-01-27,Active,2024-10-24
100000018811,11725,83,1,27847,2026-03-19,Active,2026-05-14
100000018812,11726,85,1,104044,2018-05-28,Active,2019-04-18
100000018813,11727,51,1,29285,2022-01-09,Active,2024-12-05
100000018814,11728,113,1,205737,2024-01-08,Active,2025-11-27
100000018815,11728,70,2,335499,2022-09-26,Active,2024-02-11
100000018816,11729,117,1,74250,2023-05-11,Active,2025-08-28
100000018817,11729,73,1,40169,2018-07-23,Active,2025-09-01
100000018818,11730,8,1,213909,2026-02-09,Active,2026-05-31
100000018819,11730,100,1,261594,2026-03-19,Active,2026-06-04
100000018820,11731,30,1,91200,2018-03-09,Active,2024-11-18
100000018821,11731,83,4,1635650,2021-03-21,Inactive,2022-08-17
100000018822,11732,14,1,87964,2024-08-06,Active,2025-01-13
100000018823,11733,24,1,13871,2021-07-22,Active,2022-09-26
100000018824,11733,90,2,605407,2022-04-24,Active,2025-03-05
100000018825,11734,41,1,189830,2021-08-12,Active,2024-11-26
100000018826,11735,119,2,1085580,2019-02-01,Active,2024-09-25
100000018827,11735,82,1,199539,2017-07-06,Active,2020-03-30
100000018828,11736,1,1,170232,2024-07-24,Active,2026-01-27
100000018829,11736,94,1,275657,2024-07-09,Inactive,2025-06-16
100000018830,11736,105,1,148174,2023-08-01,Active,2026-06-06
100000018831,11737,19,1,128325,2024-02-25,Active,2024-05-26
100000018832,11737,72,1,206790,2023-06-25,Active,2024-10-01
100000018833,11738,116,1,268093,2026-04-09,Active,2026-06-22
100000018834,11738,106,1,69397,2022-06-07,Active,2024-06-07
100000018835,11739,103,1,201235,2022-12-04,Active,2024-03-03
100000018836,11739,63,3,127456,2024-07-26,Active,2025-04-27
100000018837,11739,91,1,268098,2017-01-26,Inactive,2021-05-18
100000018838,11740,90,2,78328,2020-01-17,Active,2021-03-25
100000018839,11741,66,1,211108,2025-06-18,Active,2026-01-16
100000018840,11742,119,1,186826,2019-05-18,Active,2025-11-23
100000018841,11743,115,3,118360,2022-05-15,Active,2025-05-15
100000018842,11744,90,2,322987,2022-05-02,Active,2025-05-18
100000018843,11745,118,2,93801,2021-01-31,Active,2021-03-07
100000018844,11746,88,2,329648,2025-02-08,Active,2025-02-19
100000018845,11747,114,1,117307,2019-10-18,Active,2023-04-22
100000018846,11748,76,1,228647,2023-04-24,Active,2024-02-26
100000018847,11748,45,1,232782,2023-07-01,Inactive,2025-03-04
100000018848,11749,37,1,93617,2026-06-18,Active,2026-06-27
100000018849,11749,93,1,207206,2018-10-21,Active,2020-03-28
100000018850,11749,117,1,228761,2023-05-18,Active,2024-01-21
100000018851,11750,22,1,29714,2025-06-21,Active,2025-07-18
100000018852,11750,86,1,221187,2021-08-24,Active,2024-05-23
100000018853,11751,53,1,189009,2023-02-20,Active,2024-02-18
100000018854,11751,27,1,121464,2019-05-17,Active,2021-02-08
100000018855,11752,97,1,78268,2020-02-16,Active,2021-08-15
100000018856,11753,53,1,165008,2026-02-26,Active,2026-03-13
100000018857,11753,29,1,223221,2020-09-12,Active,2025-10-11
100000018858,11754,113,1,25012,2022-10-03,Active,2023-08-31
100000018859,11754,118,3,45291,2024-02-03,Active,2024-08-15
100000018860,11754,31,1,146567,2024-02-22,Active,2026-05-24
100000018861,11755,62,1,296689,2021-03-13,Active,2022-04-07
100000018862,11756,79,1,26685,2021-03-11,Active,2025-11-27
100000018863,11756,4,4,3313085,2018-12-15,Active,2020-02-14
100000018864,11757,118,3,23950,2024-11-04,Active,2025-11-15
100000018865,11757,45,3,166335,2022-03-25,Active,2022-06-04
100000018866,11758,109,4,4148975,2022-10-25,Active,2023-04-15
100000018867,11758,112,1,283245,2017-02-20,Active,2025-04-26
100000018868,11758,26,1,217851,2022-04-18,Active,2023-06-01
100000018869,11759,89,1,267732,2018-02-21,Active,2018-11-01
100000018870,11760,57,1,83511,2023-06-26,Active,2025-04-13
100000018871,11761,105,1,100909,2024-08-02,Active,2026-03-29
100000018872,11762,62,1,81305,2023-06-28,Active,2025-07-07
100000018873,11762,44,1,151181,2018-04-28,Active,2020-02-27
100000018874,11763,87,2,1264493,2017-03-18,Active,2022-09-19
100000018875,11763,24,1,187335,2020-05-21,Active,2024-08-10
100000018876,11764,110,1,41318,2023-10-09,Active,2024-07-10
100000018877,11764,22,1,108324,2018-10-01,Active,2024-04-11
100000018878,11765,66,1,136038,2017-02-15,Active,2024-10-01
100000018879,11766,85,1,114226,2021-03-04,Active,2023-01-23
100000018880,11766,21,1,266525,2017-11-11,Active,2018-03-17
100000018881,11766,13,1,197166,2018-06-14,Active,2021-01-12
100000018882,11767,23,2,1463737,2018-06-08,Active,2020-07-12
100000018883,11767,79,1,41181,2021-11-17,Active,2023-02-08
100000018884,11767,81,4,701855,2020-04-18,Active,2021-01-29
100000018885,11768,5,1,195072,2021-06-18,Active,2025-02-27
100000018886,11768,32,1,280820,2020-05-24,Active,2023-02-14
100000018887,11769,22,1,201907,2019-11-25,Active,2019-12-23
100000018888,11770,80,1,87238,2023-03-06,Active,2023-09-30
100000018889,11770,34,3,177108,2016-09-24,Active,2025-03-15
100000018890,11771,5,1,90448,2022-09-25,Active,2023-08-01
100000018891,11771,99,1,94251,2017-11-13,Active,2019-07-16
100000018892,11772,106,2,1328683,2021-01-07,Active,2023-07-25
100000018893,11772,13,1,74932,2024-07-26,Inactive,2026-04-03
100000018894,11772,27,2,1307501,2021-06-10,Active,2025-12-06
100000018895,11773,66,1,202224,2020-06-30,Active,2026-04-04
100000018896,11773,106,1,271922,2019-03-04,Active,2023-08-21
100000018897,11774,40,1,170137,2016-08-27,Active,2025-10-06
100000018898,11775,89,2,1043464,2024-02-04,Active,2025-01-08
100000018899,11775,12,1,84293,2016-12-01,Active,2020-01-13
100000018900,11776,113,1,144314,2017-11-19,Active,2023-11-20
100000018901,11777,9,1,111560,2016-10-10,Active,2022-09-22
100000018902,11777,30,4,844570,2016-12-03,Active,2019-11-23
100000018903,11777,26,1,284978,2025-09-06,Active,2026-06-06
100000018904,11778,5,2,236165,2025-05-30,Active,2025-06-06
100000018905,11779,14,1,16013,2026-03-14,Active,2026-06-06
100000018906,11779,20,4,679074,2017-04-07,Active,2021-08-06
100000018907,11779,119,1,139170,2024-03-27,Active,2024-05-30
100000018908,11780,103,1,124662,2017-12-28,Active,2020-09-30
100000018909,11781,62,2,214240,2024-02-29,Active,2025-07-13
100000018910,11782,57,1,163481,2023-09-14,Active,2025-09-22
100000018911,11783,47,1,231813,2025-04-12,Active,2026-01-07
100000018912,11784,113,2,1060971,2020-05-22,Active,2024-03-23
100000018913,11784,59,3,120235,2020-01-05,Active,2026-06-18
100000018914,11785,90,3,32985,2017-04-12,Active,2021-03-21
100000018915,11785,15,1,129367,2020-02-20,Active,2021-08-03
100000018916,11786,50,1,161755,2018-08-07,Active,2020-03-18
100000018917,11787,45,2,1102118,2025-07-04,Active,2025-11-01
100000018918,11788,45,3,98936,2020-12-26,Active,2021-05-01
100000018919,11788,11,1,103651,2016-12-05,Active,2018-06-20
100000018920,11788,52,1,198889,2021-12-10,Active,2023-03-03
100000018921,11789,44,1,76882,2018-02-23,Active,2025-07-17
100000018922,11790,53,1,201749,2022-03-31,Active,2025-12-13
100000018923,11790,20,2,830631,2021-11-26,Active,2023-07-25
100000018924,11790,45,1,105409,2018-12-08,Active,2025-08-03
100000018925,11791,112,2,1397352,2024-10-27,Active,2026-05-14
100000018926,11791,81,1,177473,2024-03-13,Active,2025-07-07
100000018927,11792,45,1,14177,2018-06-30,Active,2019-07-09
100000018928,11793,11,1,186279,2018-10-16,Active,2022-03-02
100000018929,11793,9,1,112692,2022-01-18,Active,2025-03-01
100000018930,11794,30,1,115148,2019-03-13,Active,2019-07-20
100000018931,11794,101,3,2260,2021-02-10,Active,2024-12-06
100000018932,11795,80,3,63679,2020-12-04,Active,2025-04-15
100000018933,11796,102,3,206714,2023-02-23,Active,2024-11-06
100000018934,11797,83,1,48978,2019-05-05,Active,2019-09-08
100000018935,11798,88,2,245580,2017-10-19,Active,2022-03-08
100000018936,11799,37,1,288043,2017-12-14,Active,2023-11-24
100000018937,11800,26,1,13844,2022-01-02,Active,2025-09-13
100000018938,11800,78,1,262822,2025-03-04,Active,2025-04-08
100000018939,11801,23,2,735097,2019-07-30,Active,2023-11-06
100000018940,11802,59,1,54061,2024-06-10,Active,2025-08-02
100000018941,11803,118,1,39050,2019-03-24,Active,2020-01-31
100000018942,11803,30,1,290067,2022-08-19,Active,2024-06-17
100000018943,11804,116,2,1285731,2022-06-20,Active,2022-06-27
100000018944,11805,42,2,106040,2023-09-06,Active,2025-06-04
100000018945,11805,89,2,971155,2020-03-03,Active,2021-02-16
100000018946,11805,57,1,281141,2020-02-20,Active,2025-11-07
100000018947,11806,12,3,113374,2021-11-09,Active,2025-01-07
100000018948,11807,113,1,179037,2018-07-25,Active,2022-06-05
100000018949,11807,4,1,57252,2016-08-30,Active,2019-07-11
100000018950,11808,105,1,279101,2021-05-04,Active,2023-10-21
100000018951,11808,113,1,273602,2024-01-05,Active,2024-09-05
100000018952,11809,112,2,581719,2023-09-03,Active,2026-03-26
100000018953,11810,101,2,1269898,2024-07-02,Active,2025-05-12
100000018954,11811,104,1,108852,2022-10-03,Active,2023-06-09
100000018955,11812,114,1,183196,2022-06-20,Active,2023-01-04
100000018956,11812,18,1,139934,2018-05-15,Active,2022-11-19
100000018957,11813,117,1,125232,2018-02-10,Active,2025-04-22
100000018958,11813,100,1,87442,2020-02-11,Active,2022-04-29
100000018959,11814,85,1,260794,2017-01-15,Active,2020-08-03
100000018960,11815,113,1,79397,2016-12-19,Active,2021-09-02
100000018961,11816,94,1,73586,2025-01-21,Active,2026-06-30
100000018962,11817,2,2,87668,2026-04-08,Active,2026-06-23
100000018963,11817,67,1,146409,2018-10-09,Active,2022-05-22
100000018964,11818,50,1,149731,2017-05-07,Active,2018-10-29
100000018965,11818,13,4,4440633,2025-03-02,Active,2025-09-22
100000018966,11819,26,1,242569,2023-01-16,Active,2025-05-28
100000018967,11819,59,2,1254550,2017-11-30,Active,2019-11-30
100000018968,11820,60,1,165306,2026-06-07,Active,2026-06-22
100000018969,11820,108,1,83064,2022-03-08,Active,2026-03-18
100000018970,11821,39,1,64641,2022-02-04,Inactive,2023-12-08
100000018971,11822,11,2,63676,2018-10-03,Active,2022-11-28
100000018972,11823,24,1,157094,2018-06-24,Active,2020-09-25
100000018973,11824,17,1,45545,2026-03-21,Active,2026-04-25
100000018974,11824,77,1,48922,2017-01-04,Active,2022-12-05
100000018975,11825,62,4,3960875,2026-06-27,Active,2026-07-01
100000018976,11825,87,1,30791,2024-02-10,Active,2025-10-17
100000018977,11826,65,2,571710,2019-06-07,Active,2024-03-15
100000018978,11826,10,2,427636,2023-08-10,Active,2026-01-13
100000018979,11827,43,1,54461,2021-08-30,Active,2022-08-22
100000018980,11828,45,4,2035918,2026-05-28,Active,2026-06-06
100000018981,11828,51,3,121818,2019-10-14,Active,2026-04-18
100000018982,11829,55,1,111297,2020-06-03,Active,2022-12-24
100000018983,11829,107,2,179782,2022-05-15,Inactive,2026-02-18
100000018984,11829,96,1,273351,2024-09-07,Active,2025-06-02
100000018985,11830,17,3,187330,2017-05-12,Active,2024-12-06
100000018986,11831,66,1,51404,2020-12-03,Active,2024-08-30
100000018987,11831,46,1,288054,2025-03-17,Active,2026-03-24
100000018988,11831,111,1,289529,2017-11-17,Inactive,2022-05-28
100000018989,11832,43,1,18225,2019-06-09,Inactive,2019-08-15
100000018990,11833,58,1,209040,2016-09-10,Active,2023-11-18
100000018991,11834,100,1,105489,2022-10-07,Active,2023-06-25
100000018992,11835,49,3,183351,2018-11-07,Active,2020-05-19
100000018993,11835,101,2,435905,2021-08-29,Active,2024-01-04
100000018994,11836,1,2,1352597,2017-03-12,Active,2023-11-05
100000018995,11836,95,1,210636,2018-02-25,Active,2021-08-14
100000018996,11836,9,2,1042327,2024-10-26,Active,2025-09-09
100000018997,11837,67,2,1474712,2023-11-07,Active,2025-07-02
100000018998,11837,58,3,178197,2018-01-15,Active,2018-12-02
100000018999,11838,32,1,103399,2017-06-02,Active,2021-06-05
100000019000,11839,10,3,144116,2019-02-19,Active,2021-05-08
100000019001,11840,62,1,106453,2022-02-10,Inactive,2023-04-08
100000019002,11840,73,2,950769,2026-04-13,Active,2026-06-29
100000019003,11841,47,1,219153,2020-08-17,Inactive,2021-11-29
100000019004,11842,29,1,140143,2025-01-11,Active,2026-06-12
100000019005,11842,79,2,581133,2022-11-16,Active,2024-07-15
100000019006,11843,73,1,54330,2019-08-18,Active,2025-11-26
100000019007,11843,36,1,195305,2021-06-06,Inactive,2023-02-10
100000019008,11844,18,1,183386,2022-10-15,Active,2025-03-16
100000019009,11845,5,1,72989,2020-11-20,Active,2024-07-08
100000019010,11845,70,3,136184,2023-11-09,Active,2025-12-07
100000019011,11846,71,1,139555,2026-04-27,Active,2026-06-04
100000019012,11846,109,1,257519,2026-06-18,Active,2026-06-26
100000019013,11847,55,1,122066,2023-07-20,Active,2025-12-27
100000019014,11847,43,1,84084,2022-04-04,Inactive,2026-06-15
100000019015,11848,117,1,184703,2020-05-23,Active,2024-09-05
100000019016,11849,83,1,94349,2023-02-08,Active,2023-05-12
100000019017,11850,38,1,155589,2022-02-27,Active,2023-04-25
100000019018,11850,16,2,1248316,2022-12-31,Active,2023-08-02
100000019019,11851,44,1,255435,2017-11-16,Active,2024-05-23
100000019020,11852,45,1,291521,2022-05-06,Active,2023-04-20
100000019021,11852,94,1,172471,2017-03-02,Active,2017-10-23
100000019022,11853,62,1,130322,2017-03-16,Active,2025-12-09
100000019023,11854,73,1,170434,2017-08-18,Active,2021-03-06
100000019024,11854,33,1,157168,2022-03-03,Active,2025-12-05
100000019025,11855,97,1,22566,2018-04-04,Active,2021-03-22
100000019026,11856,74,1,102937,2024-06-06,Active,2024-08-15
100000019027,11856,8,1,26970,2023-06-10,Active,2025-01-21
100000019028,11856,67,3,174888,2017-08-24,Inactive,2026-01-26
100000019029,11857,105,2,335543,2024-04-26,Active,2025-09-09
100000019030,11858,112,1,82842,2023-03-22,Active,2024-01-20
100000019031,11858,76,4,3523778,2024-12-13,Active,2025-05-30
100000019032,11859,35,1,157990,2024-06-08,Active,2025-11-04
100000019033,11859,117,2,899051,2017-05-01,Active,2020-05-26
100000019034,11860,63,1,132260,2018-12-17,Active,2019-04-15
100000019035,11860,86,1,11445,2024-10-21,Active,2025-05-06
100000019036,11860,96,1,180437,2017-10-05,Active,2024-01-10
100000019037,11861,88,4,647742,2018-02-24,Active,2025-09-23
100000019038,11862,90,1,107251,2018-12-25,Active,2019-03-04
100000019039,11862,100,1,38941,2017-12-05,Active,2020-06-11
100000019040,11863,66,4,4438387,2020-01-24,Inactive,2026-05-29
100000019041,11864,49,1,165411,2023-09-21,Active,2023-10-03
100000019042,11864,41,2,1140555,2017-03-14,Active,2025-11-01
100000019043,11864,33,1,43655,2019-01-18,Active,2024-03-10
100000019044,11865,79,1,116446,2016-12-05,Active,2019-06-27
100000019045,11866,82,3,196442,2018-05-10,Active,2021-12-03
100000019046,11867,54,1,150373,2018-02-13,Active,2021-01-20
100000019047,11868,29,1,145622,2024-11-05,Active,2025-11-20
100000019048,11868,52,1,211589,2018-02-02,Active,2020-10-13
100000019049,11868,83,1,87191,2021-04-02,Active,2022-11-24
100000019050,11869,93,3,138155,2019-11-19,Active,2022-07-28
100000019051,11870,99,1,205988,2020-09-17,Active,2026-06-23
100000019052,11871,119,1,103865,2019-08-06,Active,2020-08-23
100000019053,11872,50,1,127181,2020-10-05,Active,2021-07-31
100000019054,11872,49,2,1147783,2026-04-24,Active,2026-07-01
100000019055,11873,31,3,213097,2019-05-10,Active,2021-01-31
100000019056,11873,106,1,36426,2017-04-17,Active,2017-08-20
100000019057,11873,71,2,364109,2017-07-11,Active,2021-01-01
100000019058,11874,16,1,24073,2021-12-21,Active,2023-05-05
100000019059,11874,57,1,73206,2024-10-20,Active,2025-12-09
100000019060,11875,38,1,237832,2025-01-27,Active,2025-03-14
100000019061,11876,36,3,137057,2021-09-01,Active,2022-05-19
100000019062,11877,13,2,363802,2023-03-22,Active,2025-04-02
100000019063,11878,58,1,48531,2025-10-23,Active,2026-01-25
100000019064,11878,32,1,202942,2019-05-10,Active,2020-12-15
100000019065,11879,71,1,159466,2023-09-07,Active,2024-09-28
100000019066,11879,50,1,297679,2020-05-15,Active,2025-10-31
100000019067,11880,74,1,233913,2019-10-13,Active,2022-09-19
100000019068,11881,56,1,185149,2025-05-11,Active,2026-02-17
100000019069,11881,97,2,1109409,2026-02-21,Active,2026-06-25
100000019070,11882,107,1,169645,2019-03-29,Active,2022-06-16
100000019071,11882,2,3,161493,2018-07-21,Active,2020-09-14
100000019072,11882,54,1,60691,2019-01-19,Active,2023-01-13
100000019073,11883,40,1,263023,2024-11-29,Active,2025-12-03
100000019074,11883,6,2,456036,2020-05-04,Active,2021-06-09
100000019075,11884,38,3,90507,2021-02-05,Inactive,2021-10-20
100000019076,11885,61,1,47777,2024-05-14,Active,2024-06-04
100000019077,11885,71,2,783792,2016-09-29,Active,2022-07-09
100000019078,11886,109,3,94222,2020-08-09,Active,2024-09-02
100000019079,11887,7,1,261528,2022-04-21,Active,2023-03-17
100000019080,11888,104,1,254969,2022-08-18,Active,2025-01-31
100000019081,11889,9,1,182656,2017-10-11,Active,2020-01-30
100000019082,11889,14,1,42464,2022-02-17,Active,2023-11-17
100000019083,11890,89,1,250332,2016-10-28,Active,2021-07-15
100000019084,11890,108,2,1032433,2024-02-12,Active,2025-09-21
100000019085,11891,118,1,253262,2021-11-22,Active,2023-10-11
100000019086,11892,10,1,231805,2026-06-09,Active,2026-06-11
100000019087,11893,58,1,247821,2021-11-26,Active,2023-04-11
100000019088,11894,76,1,230932,2023-04-12,Active,2025-05-20
100000019089,11894,118,2,1277244,2026-05-27,Active,2026-06-23
100000019090,11895,90,4,2316116,2021-08-05,Active,2021-12-27
100000019091,11896,120,1,277512,2019-12-21,Active,2024-10-21
100000019092,11896,25,1,182121,2024-06-20,Active,2025-06-22
100000019093,11897,4,2,653384,2018-09-23,Active,2019-02-21
100000019094,11897,62,3,73365,2020-10-19,Active,2021-11-09
100000019095,11898,25,1,53269,2019-12-18,Active,2024-04-19
100000019096,11898,25,1,25465,2020-07-15,Active,2026-06-18
100000019097,11899,116,2,198648,2021-08-14,Active,2023-10-23
100000019098,11900,76,1,22351,2026-01-21,Active,2026-02-27
