customer_code,first_name,last_name,gender,date_of_birth,email,phone,city,state,annual_income,credit_score,join_date,customer_status
CUST012129,Nandini,Mishra,Female,1950-09-30,nandini.mishra12129@gmail.com,9766533311,Kochi,Kerala,2029242,488,2022-05-04,Active
CUST012130,Aman,Singh,Male,1976-04-15,aman.singh12130@gmail.com,8821130765,Pune,Maharashtra,1205054,767,2025-10-11,Active
CUST012131,Arjun,Kapoor,Male,1952-09-17,arjun.kapoor12131@gmail.com,6360519242,Hyderabad,Telangana,556674,786,2017-12-29,Active
CUST012132,Kavya,Das,Female,1987-12-13,kavya.das12132@gmail.com,7665169128,Pune,Maharashtra,407071,858,2017-09-13,Active
CUST012133,Mohit,Nair,Male,2007-04-23,mohit.nair12133@gmail.com,6328684715,Delhi,Delhi,2317530,549,2025-10-01,Active
CUST012134,Sakshi,Yadav,Female,1970-03-10,sakshi.yadav12134@gmail.com,7224786201,Lucknow,Uttar Pradesh,2767840,515,2017-08-28,Active
CUST012135,Pooja,Kulkarni,Female,1987-11-28,pooja.kulkarni12135@gmail.com,8700076640,Delhi,Delhi,1438106,485,2017-03-19,Active
CUST012136,Aditya,Joshi,Male,1970-05-12,aditya.joshi12136@gmail.com,9465145837,Bhopal,Madhya Pradesh,2915374,517,2024-06-16,Active
CUST012137,Rahul,Pandey,Male,1985-08-29,rahul.pandey12137@gmail.com,8135052131,Delhi,Delhi,2052477,763,2022-11-13,Active
CUST012138,Shivam,Mishra,Male,1987-04-11,shivam.mishra12138@gmail.com,6732908311,Jaipur,Rajasthan,2105928,313,2020-10-31,Active
CUST012139,Ishita,Kapoor,Female,1963-03-24,ishita.kapoor12139@gmail.com,8424560068,Kolkata,West Bengal,2475611,745,2024-09-16,Inactive
CUST012140,Ritik,Iyer,Male,1974-11-28,ritik.iyer12140@gmail.com,8961493885,Patna,Bihar,2911227,669,2021-08-27,Active
CUST012141,Neha,Agarwal,Female,1958-01-13,neha.agarwal12141@gmail.com,8201664402,Patna,Bihar,2080852,785,2022-01-16,Active
CUST012142,Aarav,Kapoor,Male,2003-04-09,aarav.kapoor12142@gmail.com,8575551519,Chandigarh,Punjab,767398,807,2025-04-13,Active
CUST012143,Pooja,Pandey,Female,1968-07-02,pooja.pandey12143@gmail.com,7393405487,Kochi,Kerala,2165733,425,2022-12-30,Active
CUST012144,Nandini,Jain,Female,1971-07-21,nandini.jain12144@gmail.com,7809510941,Gurgaon,Haryana,1949477,424,2016-07-07,Active
CUST012145,Mohit,Bose,Male,1987-04-20,mohit.bose12145@gmail.com,7003978421,Chennai,Tamil Nadu,1477509,882,2021-06-09,Active
CUST012146,Meera,Reddy,Female,1967-02-18,meera.reddy12146@gmail.com,9632845325,Kochi,Kerala,1634768,612,2022-03-11,Active
CUST012147,Pooja,Mehta,Female,1956-04-03,pooja.mehta12147@gmail.com,8190368143,Kanpur,Uttar Pradesh,460330,742,2020-06-12,Inactive
CUST012148,Meera,Agarwal,Female,1991-03-06,meera.agarwal12148@gmail.com,6653106321,Hyderabad,Telangana,916279,525,2023-05-10,Active
CUST012149,Neha,Reddy,Female,2006-07-19,neha.reddy12149@gmail.com,6580771915,Delhi,Delhi,1294649,359,2018-04-13,Active
CUST012150,Krishna,Jain,Male,1976-09-12,krishna.jain12150@gmail.com,8398781625,Kochi,Kerala,1214665,821,2019-04-26,Active
CUST012151,Diya,Joshi,Female,1994-04-11,diya.joshi12151@gmail.com,8905658000,Chennai,Tamil Nadu,2604833,339,2021-03-29,Active
CUST012152,Nikhil,Verma,Male,1987-04-18,nikhil.verma12152@gmail.com,9503136095,Hyderabad,Telangana,1942025,700,2021-01-28,Active
CUST012153,Sakshi,Mehta,Female,2002-04-30,sakshi.mehta12153@gmail.com,6615032773,Nagpur,Maharashtra,2565446,851,2018-05-05,Active
CUST012154,Krishna,Bose,Male,1958-03-15,krishna.bose12154@gmail.com,8474174572,Nagpur,Maharashtra,407492,352,2020-11-22,Active
CUST012155,Shreya,Kapoor,Female,1984-12-04,shreya.kapoor12155@gmail.com,7675526204,Kanpur,Uttar Pradesh,935387,878,2022-12-19,Active
CUST012156,Anjali,Mehta,Female,1976-07-08,anjali.mehta12156@gmail.com,6506779171,Hyderabad,Telangana,2639193,474,2022-09-25,Active
CUST012157,Krishna,Chauhan,Male,2004-01-07,krishna.chauhan12157@gmail.com,8615059070,Indore,Madhya Pradesh,1300115,326,2018-05-28,Active
CUST012158,Aditya,Jain,Male,1964-03-26,aditya.jain12158@gmail.com,9836946551,Chennai,Tamil Nadu,2493861,862,2018-04-03,Active
CUST012159,Radhika,Nair,Female,1957-05-05,radhika.nair12159@gmail.com,8638996638,Lucknow,Uttar Pradesh,402455,521,2017-06-05,Active
CUST012160,Rahul,Kapoor,Male,1984-02-24,rahul.kapoor12160@gmail.com,8374216459,Surat,Gujarat,660289,786,2024-04-23,Active
CUST012161,Rishi,Mishra,Male,1984-11-13,rishi.mishra12161@gmail.com,9690520710,Pune,Maharashtra,2023846,326,2018-11-10,Active
CUST012162,Vivaan,Sharma,Male,1996-06-02,vivaan.sharma12162@gmail.com,8321213100,Patna,Bihar,524362,467,2020-04-29,Active
CUST012163,Pooja,Singh,Female,1985-07-08,pooja.singh12163@gmail.com,9034805319,Nagpur,Maharashtra,1911292,713,2019-05-08,Active
CUST012164,Diya,Kapoor,Female,1991-12-20,diya.kapoor12164@gmail.com,9092200036,Indore,Madhya Pradesh,591747,738,2021-02-14,Active
CUST012165,Muskan,Verma,Female,2003-06-18,muskan.verma12165@gmail.com,7561871442,Surat,Gujarat,2075675,513,2016-12-23,Active
CUST012166,Muskan,Joshi,Female,1980-06-05,muskan.joshi12166@gmail.com,6181576170,Kolkata,West Bengal,887650,595,2025-02-07,Active
CUST012167,Aditi,Chauhan,Female,1962-11-28,aditi.chauhan12167@gmail.com,9191280136,Indore,Madhya Pradesh,1639181,702,2026-04-17,Active
CUST012168,Raj,Patel,Male,2003-04-18,raj.patel12168@gmail.com,7253969864,Gurgaon,Haryana,1524677,505,2016-07-22,Active
CUST012169,Aman,Kapoor,Male,1952-01-01,aman.kapoor12169@gmail.com,9874768515,Pune,Maharashtra,2212128,666,2024-07-12,Active
CUST012170,Vivaan,Singh,Male,1977-07-03,vivaan.singh12170@gmail.com,7071102638,Kolkata,West Bengal,2055339,859,2017-06-30,Active
CUST012171,Aarav,Iyer,Male,1999-05-06,aarav.iyer12171@gmail.com,6571465050,Surat,Gujarat,2978634,796,2016-11-04,Active
CUST012172,Siddharth,Kapoor,Male,1965-10-09,siddharth.kapoor12172@gmail.com,7643699418,Delhi,Delhi,792238,802,2023-11-04,Active
CUST012173,Ayush,Gupta,Male,1993-12-01,ayush.gupta12173@gmail.com,6965265506,Jaipur,Rajasthan,1549895,634,2021-01-20,Active
CUST012174,Meera,Gupta,Female,1954-05-21,meera.gupta12174@gmail.com,6880543807,Patna,Bihar,2178103,350,2020-07-11,Active
CUST012175,Aarav,Verma,Male,1977-05-02,aarav.verma12175@gmail.com,7963664241,Chandigarh,Punjab,398271,400,2020-06-19,Active
CUST012176,Krishna,Joshi,Male,1958-04-05,krishna.joshi12176@gmail.com,9530104708,Indore,Madhya Pradesh,1048054,819,2024-03-19,Inactive
CUST012177,Shivam,Verma,Male,1981-01-27,shivam.verma12177@gmail.com,7573680363,Lucknow,Uttar Pradesh,1165138,630,2019-01-26,Active
CUST012178,Ishita,Chauhan,Female,1989-11-12,ishita.chauhan12178@gmail.com,7158827760,Nagpur,Maharashtra,1576905,526,2017-12-14,Active
CUST012179,Shivam,Pandey,Male,1986-07-24,shivam.pandey12179@gmail.com,9283602391,Kochi,Kerala,406536,759,2020-01-18,Active
CUST012180,Ritik,Iyer,Male,1981-02-02,ritik.iyer12180@gmail.com,6999269469,Surat,Gujarat,2186961,333,2020-12-13,Active
CUST012181,Aditi,Verma,Female,1998-12-13,aditi.verma12181@gmail.com,6002833090,Bengaluru,Karnataka,1937525,641,2025-05-02,Active
CUST012182,Krishna,Kapoor,Male,2000-01-21,krishna.kapoor12182@gmail.com,6160197027,Mumbai,Maharashtra,335555,689,2024-06-02,Active
CUST012183,Varun,Kapoor,Male,1975-04-09,varun.kapoor12183@gmail.com,9492890204,Chandigarh,Punjab,1411057,538,2023-09-04,Active
CUST012184,Pooja,Patel,Female,1986-03-21,pooja.patel12184@gmail.com,9373480961,Chandigarh,Punjab,1485160,321,2018-07-13,Active
CUST012185,Siddharth,Yadav,Male,2005-06-26,siddharth.yadav12185@gmail.com,7266049024,Jaipur,Rajasthan,2293159,666,2025-06-10,Active
CUST012186,Ayush,Kapoor,Male,2000-02-05,ayush.kapoor12186@gmail.com,9474122852,Lucknow,Uttar Pradesh,834272,731,2016-11-07,Active
CUST012187,Ayush,Iyer,Male,1964-05-31,ayush.iyer12187@gmail.com,9797731579,Nagpur,Maharashtra,537336,878,2017-10-01,Active
CUST012188,Rahul,Das,Male,1973-12-01,rahul.das12188@gmail.com,9116860124,Kochi,Kerala,1426567,791,2017-04-19,Active
CUST012189,Siddharth,Das,Male,1994-05-22,siddharth.das12189@gmail.com,8564331136,Noida,Uttar Pradesh,2322445,420,2018-09-27,Inactive
CUST012190,Akash,Reddy,Male,1965-08-07,akash.reddy12190@gmail.com,9514334593,Surat,Gujarat,1009729,672,2018-04-08,Active
CUST012191,Arjun,Agarwal,Male,1952-10-17,arjun.agarwal12191@gmail.com,8776538918,Ahmedabad,Gujarat,2978113,739,2020-09-02,Active
CUST012192,Arjun,Joshi,Male,2000-07-25,arjun.joshi12192@gmail.com,9704373830,Chandigarh,Punjab,1855747,302,2024-07-18,Active
CUST012193,Karan,Iyer,Male,1996-01-02,karan.iyer12193@gmail.com,7467189743,Lucknow,Uttar Pradesh,1694029,705,2022-09-01,Active
CUST012194,Aditya,Pandey,Male,1958-05-08,aditya.pandey12194@gmail.com,6636166939,Bengaluru,Karnataka,2393779,405,2018-06-03,Active
CUST012195,Mohit,Yadav,Male,2003-11-14,mohit.yadav12195@gmail.com,6794054837,Delhi,Delhi,708273,349,2025-12-07,Active
CUST012196,Shreya,Mehta,Female,1966-07-25,shreya.mehta12196@gmail.com,9984887537,Pune,Maharashtra,1502574,608,2021-12-29,Active
CUST012197,Vivaan,Joshi,Male,1994-11-24,vivaan.joshi12197@gmail.com,9693914811,Ahmedabad,Gujarat,577032,751,2024-06-23,Active
CUST012198,Anjali,Nair,Female,1984-09-02,anjali.nair12198@gmail.com,6031574557,Nagpur,Maharashtra,1548366,627,2018-04-16,Active
CUST012199,Mohit,Patel,Male,2007-05-26,mohit.patel12199@gmail.com,8074240474,Indore,Madhya Pradesh,1563568,335,2020-02-08,Active
CUST012200,Ishita,Singh,Female,1972-06-02,ishita.singh12200@gmail.com,7117656498,Nagpur,Maharashtra,2228269,315,2020-07-06,Active
CUST012201,Riya,Iyer,Female,1974-04-23,riya.iyer12201@gmail.com,6318850615,Lucknow,Uttar Pradesh,416952,400,2017-05-06,Active
CUST012202,Aman,Reddy,Male,2001-11-11,aman.reddy12202@gmail.com,7200153132,Bhopal,Madhya Pradesh,611817,495,2019-12-03,Active
CUST012203,Aanya,Pandey,Female,1979-09-26,aanya.pandey12203@gmail.com,8378296486,Ahmedabad,Gujarat,2154406,440,2025-08-18,Inactive
CUST012204,Muskan,Joshi,Female,1953-09-18,muskan.joshi12204@gmail.com,6374113949,Kanpur,Uttar Pradesh,534254,824,2019-04-28,Active
CUST012205,Aanya,Sharma,Female,1995-11-22,aanya.sharma12205@gmail.com,6456053355,Pune,Maharashtra,1710557,774,2021-05-29,Active
CUST012206,Riya,Yadav,Female,1960-11-07,riya.yadav12206@gmail.com,9903333675,Noida,Uttar Pradesh,689054,315,2016-11-08,Active
CUST012207,Raj,Verma,Male,2006-06-21,raj.verma12207@gmail.com,8643874082,Kochi,Kerala,1543879,474,2024-08-12,Active
CUST012208,Radhika,Verma,Female,1972-01-03,radhika.verma12208@gmail.com,6174120991,Surat,Gujarat,2388334,632,2018-01-09,Active
CUST012209,Varun,Agarwal,Male,1950-11-23,varun.agarwal12209@gmail.com,9447151809,Mumbai,Maharashtra,847795,719,2021-04-21,Active
CUST012210,Karan,Sharma,Male,1951-01-06,karan.sharma12210@gmail.com,7057699046,Indore,Madhya Pradesh,1175155,520,2022-09-02,Active
CUST012211,Aman,Chauhan,Male,1967-05-12,aman.chauhan12211@gmail.com,7776246798,Kochi,Kerala,454845,369,2018-03-08,Active
CUST012212,Aanya,Chauhan,Female,1964-09-13,aanya.chauhan12212@gmail.com,8451578172,Noida,Uttar Pradesh,1089060,369,2026-02-06,Active
CUST012213,Aanya,Yadav,Female,1990-10-13,aanya.yadav12213@gmail.com,7097301896,Chennai,Tamil Nadu,1967337,558,2018-05-27,Active
CUST012214,Manav,Mishra,Male,1997-01-30,manav.mishra12214@gmail.com,8748782391,Kolkata,West Bengal,2048745,649,2017-05-06,Active
CUST012215,Meera,Yadav,Female,1958-08-12,meera.yadav12215@gmail.com,7885105495,Bhopal,Madhya Pradesh,1527896,529,2018-09-16,Active
CUST012216,Aanya,Yadav,Female,1989-05-03,aanya.yadav12216@gmail.com,6198736830,Lucknow,Uttar Pradesh,1047329,690,2020-09-22,Active
CUST012217,Pooja,Sharma,Female,2008-01-13,pooja.sharma12217@gmail.com,8393369127,Mumbai,Maharashtra,1004564,348,2021-05-13,Active
CUST012218,Rohan,Reddy,Male,1966-07-02,rohan.reddy12218@gmail.com,8792892154,Hyderabad,Telangana,2401816,492,2024-01-27,Active
CUST012219,Radhika,Jain,Female,1979-09-08,radhika.jain12219@gmail.com,6185734247,Bengaluru,Karnataka,488994,654,2022-12-20,Active
CUST012220,Aarav,Patel,Male,1952-10-09,aarav.patel12220@gmail.com,9185972642,Hyderabad,Telangana,1848338,520,2016-11-09,Active
CUST012221,Ananya,Verma,Female,1974-08-11,ananya.verma12221@gmail.com,8211566541,Pune,Maharashtra,1217307,813,2024-03-23,Active
CUST012222,Simran,Kulkarni,Female,1981-01-27,simran.kulkarni12222@gmail.com,9304063275,Nagpur,Maharashtra,1575454,742,2016-07-03,Active
CUST012223,Shreya,Reddy,Female,1990-02-11,shreya.reddy12223@gmail.com,8897680071,Indore,Madhya Pradesh,343642,472,2024-10-03,Active
CUST012224,Varun,Kulkarni,Male,1993-02-20,varun.kulkarni12224@gmail.com,8064174299,Kochi,Kerala,447750,418,2024-11-07,Active
CUST012225,Neha,Reddy,Female,1964-11-21,neha.reddy12225@gmail.com,8141223164,Pune,Maharashtra,514346,378,2025-10-08,Active
CUST012226,Khushi,Kapoor,Female,1994-05-23,khushi.kapoor12226@gmail.com,6485480076,Mumbai,Maharashtra,1899607,859,2019-06-12,Active
CUST012227,Sneha,Reddy,Female,1954-10-05,sneha.reddy12227@gmail.com,8191307549,Kolkata,West Bengal,1848349,419,2018-12-17,Active
CUST012228,Aditi,Verma,Female,1987-06-10,aditi.verma12228@gmail.com,6520456923,Chennai,Tamil Nadu,2941822,308,2018-01-10,Active
CUST012229,Ishita,Reddy,Female,1992-04-23,ishita.reddy12229@gmail.com,7944314943,Jaipur,Rajasthan,767941,490,2024-10-27,Active
CUST012230,Aarav,Iyer,Male,1977-11-10,aarav.iyer12230@gmail.com,8749172374,Chennai,Tamil Nadu,1740338,461,2021-08-25,Inactive
CUST012231,Nandini,Singh,Female,1998-08-19,nandini.singh12231@gmail.com,9806082731,Jaipur,Rajasthan,2749478,588,2017-05-21,Active
CUST012232,Diya,Reddy,Female,1996-09-30,diya.reddy12232@gmail.com,8434610848,Indore,Madhya Pradesh,879767,572,2025-08-09,Active
CUST012233,Akash,Agarwal,Male,1990-03-09,akash.agarwal12233@gmail.com,8846240551,Pune,Maharashtra,839661,663,2017-04-01,Inactive
CUST012234,Meera,Agarwal,Female,1998-03-27,meera.agarwal12234@gmail.com,9736636253,Gurgaon,Haryana,451783,780,2024-05-05,Active
CUST012235,Nandini,Bose,Female,1965-12-12,nandini.bose12235@gmail.com,9871536794,Surat,Gujarat,272106,686,2023-08-26,Active
CUST012236,Rohan,Joshi,Male,1982-03-24,rohan.joshi12236@gmail.com,6047454448,Jaipur,Rajasthan,2247964,484,2024-07-21,Active
CUST012237,Neha,Jain,Female,1989-04-13,neha.jain12237@gmail.com,8317864202,Bengaluru,Karnataka,2576455,350,2020-06-21,Active
CUST012238,Neha,Verma,Female,2003-04-04,neha.verma12238@gmail.com,9902020572,Jaipur,Rajasthan,274917,613,2025-02-09,Active
CUST012239,Raj,Jain,Male,1958-02-09,raj.jain12239@gmail.com,9301184884,Bhopal,Madhya Pradesh,409529,464,2016-08-23,Active
CUST012240,Sakshi,Reddy,Female,1958-10-22,sakshi.reddy12240@gmail.com,9966420057,Kochi,Kerala,2261603,310,2023-09-18,Active
CUST012241,Nikhil,Pandey,Male,1976-12-11,nikhil.pandey12241@gmail.com,8008288684,Kanpur,Uttar Pradesh,909121,831,2025-11-28,Active
CUST012242,Kavya,Joshi,Female,1981-07-03,kavya.joshi12242@gmail.com,9730028780,Chandigarh,Punjab,2786436,362,2020-12-16,Active
CUST012243,Aditi,Yadav,Female,1967-03-25,aditi.yadav12243@gmail.com,9848727033,Surat,Gujarat,1503678,395,2019-05-19,Active
CUST012244,Ayush,Verma,Male,1989-01-22,ayush.verma12244@gmail.com,8867970943,Kochi,Kerala,663126,655,2017-02-17,Active
CUST012245,Aditi,Mishra,Female,1977-12-02,aditi.mishra12245@gmail.com,6098116954,Ahmedabad,Gujarat,900627,777,2020-04-26,Active
CUST012246,Diya,Patel,Female,2000-10-26,diya.patel12246@gmail.com,7908416508,Mumbai,Maharashtra,2911806,495,2020-05-13,Inactive
CUST012247,Manav,Bose,Male,1958-12-24,manav.bose12247@gmail.com,6858179889,Mumbai,Maharashtra,2175212,749,2018-02-04,Active
CUST012248,Kavya,Sharma,Female,1968-02-02,kavya.sharma12248@gmail.com,7688794815,Kolkata,West Bengal,998140,647,2025-09-30,Active
CUST012249,Sneha,Mishra,Female,1993-02-10,sneha.mishra12249@gmail.com,6635230041,Hyderabad,Telangana,681461,870,2020-01-18,Active
CUST012250,Ritik,Jain,Male,1994-11-20,ritik.jain12250@gmail.com,6813736015,Bengaluru,Karnataka,2933241,598,2017-10-20,Inactive
CUST012251,Akash,Singh,Male,1976-02-21,akash.singh12251@gmail.com,9037644799,Surat,Gujarat,2943116,755,2023-12-21,Active
CUST012252,Diya,Pandey,Female,1990-09-23,diya.pandey12252@gmail.com,6272098319,Pune,Maharashtra,290510,606,2018-07-04,Inactive
CUST012253,Meera,Yadav,Female,1958-06-24,meera.yadav12253@gmail.com,8018769932,Kanpur,Uttar Pradesh,823281,603,2022-04-06,Active
CUST012254,Nandini,Bose,Female,1953-06-26,nandini.bose12254@gmail.com,7764178833,Indore,Madhya Pradesh,443224,511,2022-11-03,Active
CUST012255,Ananya,Agarwal,Female,1957-11-03,ananya.agarwal12255@gmail.com,6970364450,Kanpur,Uttar Pradesh,968320,405,2024-10-31,Active
CUST012256,Rohan,Das,Male,1950-09-13,rohan.das12256@gmail.com,8959059126,Chennai,Tamil Nadu,2769827,720,2026-03-03,Active
CUST012257,Raj,Verma,Male,1966-06-25,raj.verma12257@gmail.com,9908970523,Surat,Gujarat,1619534,701,2023-07-26,Active
CUST012258,Karan,Verma,Male,1999-08-12,karan.verma12258@gmail.com,7511028501,Lucknow,Uttar Pradesh,956697,453,2024-06-10,Active
CUST012259,Mohit,Joshi,Male,1962-02-16,mohit.joshi12259@gmail.com,6606299973,Bhopal,Madhya Pradesh,1514645,308,2018-10-14,Active
CUST012260,Vivaan,Mehta,Male,1975-08-27,vivaan.mehta12260@gmail.com,8026573218,Delhi,Delhi,733973,415,2020-02-25,Inactive
CUST012261,Shreya,Mishra,Female,1988-09-27,shreya.mishra12261@gmail.com,9136794011,Gurgaon,Haryana,900079,707,2020-02-23,Active
CUST012262,Neha,Chauhan,Female,1954-11-06,neha.chauhan12262@gmail.com,8721942050,Ahmedabad,Gujarat,2094206,743,2020-10-11,Active
CUST012263,Muskan,Kapoor,Female,2004-07-23,muskan.kapoor12263@gmail.com,7552316672,Kolkata,West Bengal,2496689,892,2020-10-29,Active
CUST012264,Ishita,Reddy,Female,1951-01-28,ishita.reddy12264@gmail.com,9485674924,Kochi,Kerala,2941537,834,2022-08-05,Inactive
CUST012265,Diya,Kapoor,Female,1977-02-20,diya.kapoor12265@gmail.com,7085940257,Patna,Bihar,442234,854,2021-06-07,Active
CUST012266,Krishna,Mehta,Male,1990-06-14,krishna.mehta12266@gmail.com,8020119880,Bhopal,Madhya Pradesh,2782099,678,2020-04-20,Active
CUST012267,Mohit,Joshi,Male,1977-08-04,mohit.joshi12267@gmail.com,7172709249,Bhopal,Madhya Pradesh,2397588,617,2023-08-23,Inactive
CUST012268,Akash,Joshi,Male,1989-09-20,akash.joshi12268@gmail.com,7136646220,Kolkata,West Bengal,693719,568,2025-04-21,Active
CUST012269,Ishita,Yadav,Female,1991-02-12,ishita.yadav12269@gmail.com,7259041278,Pune,Maharashtra,2614091,803,2022-10-11,Active
CUST012270,Shreya,Jain,Female,1962-08-16,shreya.jain12270@gmail.com,6555977937,Indore,Madhya Pradesh,1789699,420,2021-02-26,Active
CUST012271,Radhika,Kulkarni,Female,2002-08-12,radhika.kulkarni12271@gmail.com,8556252489,Indore,Madhya Pradesh,330080,351,2023-06-11,Active
CUST012272,Neha,Yadav,Female,1977-03-03,neha.yadav12272@gmail.com,7399727279,Lucknow,Uttar Pradesh,536941,745,2019-10-21,Active
CUST012273,Mohit,Bose,Male,1999-01-18,mohit.bose12273@gmail.com,7801020373,Bhopal,Madhya Pradesh,2732601,724,2022-10-03,Active
CUST012274,Raj,Das,Male,1985-12-19,raj.das12274@gmail.com,7399976013,Nagpur,Maharashtra,2943133,690,2022-09-06,Active
CUST012275,Sneha,Reddy,Female,2006-11-20,sneha.reddy12275@gmail.com,7180341753,Chennai,Tamil Nadu,2336817,838,2023-03-13,Active
CUST012276,Priya,Patel,Female,1997-05-21,priya.patel12276@gmail.com,9728567788,Jaipur,Rajasthan,2103153,837,2017-07-13,Active
CUST012277,Rahul,Sharma,Male,1970-10-12,rahul.sharma12277@gmail.com,7638233058,Noida,Uttar Pradesh,2608614,754,2019-09-15,Active
CUST012278,Aanya,Agarwal,Female,1979-11-23,aanya.agarwal12278@gmail.com,8710551258,Kochi,Kerala,658447,835,2017-10-05,Inactive
CUST012279,Muskan,Iyer,Female,1972-02-07,muskan.iyer12279@gmail.com,8524820739,Ahmedabad,Gujarat,2934521,535,2023-03-22,Active
CUST012280,Pooja,Reddy,Female,1968-05-04,pooja.reddy12280@gmail.com,8893760521,Jaipur,Rajasthan,1865468,382,2022-05-18,Inactive
CUST012281,Ananya,Sharma,Female,1982-12-10,ananya.sharma12281@gmail.com,7795672623,Patna,Bihar,506184,711,2021-02-27,Active
CUST012282,Krishna,Das,Male,2007-07-21,krishna.das12282@gmail.com,7618819360,Bhopal,Madhya Pradesh,2338068,395,2024-03-06,Active
CUST012283,Diya,Gupta,Female,1953-09-16,diya.gupta12283@gmail.com,8429809175,Nagpur,Maharashtra,1308917,710,2019-06-14,Active
CUST012284,Nikhil,Sharma,Male,1991-09-16,nikhil.sharma12284@gmail.com,7240286022,Chennai,Tamil Nadu,1967977,536,2024-11-04,Active
CUST012285,Shivam,Nair,Male,1953-05-01,shivam.nair12285@gmail.com,6959993935,Nagpur,Maharashtra,393171,302,2024-06-10,Inactive
CUST012286,Rohan,Sharma,Male,1984-11-02,rohan.sharma12286@gmail.com,9633237627,Noida,Uttar Pradesh,259952,476,2018-03-25,Active
CUST012287,Aman,Kapoor,Male,1980-02-04,aman.kapoor12287@gmail.com,6837432221,Pune,Maharashtra,557437,548,2023-07-01,Active
CUST012288,Kavya,Iyer,Female,1967-11-24,kavya.iyer12288@gmail.com,7655712440,Nagpur,Maharashtra,1813726,528,2020-07-15,Active
CUST012289,Rahul,Yadav,Male,1978-11-14,rahul.yadav12289@gmail.com,7115146877,Hyderabad,Telangana,888254,405,2022-04-03,Active
CUST012290,Mohit,Mishra,Male,1998-01-25,mohit.mishra12290@gmail.com,6648229749,Gurgaon,Haryana,1717118,382,2025-12-30,Active
CUST012291,Kavya,Bose,Female,1980-05-22,kavya.bose12291@gmail.com,7568571247,Indore,Madhya Pradesh,1615989,790,2016-10-01,Active
CUST012292,Raj,Verma,Male,1970-09-03,raj.verma12292@gmail.com,7007880341,Noida,Uttar Pradesh,1275028,701,2023-07-05,Active
CUST012293,Nandini,Jain,Female,1989-11-21,nandini.jain12293@gmail.com,7063427362,Pune,Maharashtra,781672,620,2016-11-22,Active
CUST012294,Mohit,Kapoor,Male,1972-10-12,mohit.kapoor12294@gmail.com,6426881082,Hyderabad,Telangana,2048782,805,2025-10-16,Active
CUST012295,Ananya,Singh,Female,1986-01-04,ananya.singh12295@gmail.com,6421648008,Mumbai,Maharashtra,1923984,330,2021-03-07,Active
CUST012296,Kavya,Kapoor,Female,1967-03-05,kavya.kapoor12296@gmail.com,9315378923,Delhi,Delhi,717163,413,2023-05-27,Active
CUST012297,Aditi,Mehta,Female,1980-05-18,aditi.mehta12297@gmail.com,8121380523,Nagpur,Maharashtra,543584,404,2020-03-03,Active
CUST012298,Mohit,Das,Male,1993-06-28,mohit.das12298@gmail.com,7291527247,Nagpur,Maharashtra,1125869,772,2025-05-26,Active
CUST012299,Aman,Singh,Male,1970-12-11,aman.singh12299@gmail.com,7076474313,Chennai,Tamil Nadu,1760960,568,2017-03-12,Active
CUST012300,Sakshi,Mehta,Female,2007-07-06,sakshi.mehta12300@gmail.com,7420680726,Indore,Madhya Pradesh,2541108,824,2018-05-01,Inactive
CUST012301,Anjali,Kulkarni,Female,1967-03-17,anjali.kulkarni12301@gmail.com,7138095993,Kolkata,West Bengal,2502658,474,2019-10-19,Inactive
CUST012302,Aanya,Pandey,Female,1962-06-14,aanya.pandey12302@gmail.com,7300348912,Chandigarh,Punjab,937150,899,2017-12-25,Active
CUST012303,Siddharth,Pandey,Male,1974-04-16,siddharth.pandey12303@gmail.com,8060211422,Hyderabad,Telangana,1299018,680,2024-05-23,Active
CUST012304,Akash,Agarwal,Male,1963-09-29,akash.agarwal12304@gmail.com,8775897373,Kanpur,Uttar Pradesh,2923697,832,2020-08-23,Active
CUST012305,Ishita,Kapoor,Female,1985-07-13,ishita.kapoor12305@gmail.com,7450176010,Surat,Gujarat,2304863,737,2018-03-11,Inactive
CUST012306,Shivam,Reddy,Male,2004-01-12,shivam.reddy12306@gmail.com,8439844062,Bengaluru,Karnataka,1077876,874,2025-12-31,Active
CUST012307,Radhika,Reddy,Female,2001-09-07,radhika.reddy12307@gmail.com,9477511979,Kolkata,West Bengal,1683666,355,2018-01-07,Active
CUST012308,Ishita,Jain,Female,1986-11-29,ishita.jain12308@gmail.com,7412332337,Surat,Gujarat,1868301,730,2020-08-24,Inactive
CUST012309,Pooja,Sharma,Female,2007-03-26,pooja.sharma12309@gmail.com,7592540021,Noida,Uttar Pradesh,924871,704,2017-11-10,Active
CUST012310,Nikhil,Sharma,Male,2000-01-07,nikhil.sharma12310@gmail.com,6701287226,Ahmedabad,Gujarat,2165762,594,2023-02-25,Active
CUST012311,Rahul,Kulkarni,Male,1956-10-01,rahul.kulkarni12311@gmail.com,6868875309,Indore,Madhya Pradesh,2164964,651,2021-12-30,Active
CUST012312,Ishita,Kulkarni,Female,1975-10-10,ishita.kulkarni12312@gmail.com,9680398284,Gurgaon,Haryana,2834743,412,2019-02-25,Inactive
CUST012313,Radhika,Joshi,Female,1973-12-12,radhika.joshi12313@gmail.com,6822265344,Lucknow,Uttar Pradesh,558213,717,2017-08-29,Active
CUST012314,Priya,Mishra,Female,1974-08-14,priya.mishra12314@gmail.com,6537139902,Jaipur,Rajasthan,434165,409,2021-05-24,Active
